0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,cat
78,863,4320,25,294,2,34,41,6280,57,172,866,23,108,1,863,6889,99,5297,10,9,1182,101,2510,59,65,41,7,503,333,2,1783,1672,537,303,866,40,4185,1067,866,3472,1,503,237,3017,7,2942,157,229,1,228,1039,4,4544,7,276,78,34,41,7,729,9,10,866,25,71,2510,4,40,59,474,33,328,261,2,1,445,180,33,55,69,607,126,984,310,1367,177,13,4072,6906,1509,3,2360,1,3,866,6,126,1768,9,1,368,3,1,160,727,6,126,984,2083,30,6906,117,228,1251,46,36,71,319,2,1853,32,3163,81,3,2634,56,2913,2097,46,36,1541,5156,2,5,216,3339,64,29,58,877,1,815,6,465,8,15,6521,111,41,23,176,5,47,108,3,957,1,3,863,4320,2360,3168,1,1479,125,160,1245,184,4,2438,797,23,16,450,1,503,3,426,8927,10,23,3472,791,11,122,1,2935,723,3,1,2256,6,1,72,9,7375,22,788,505,4
920,8,5,453,147,6,32,298,96,10,936,5,909,12,132,1,175,7,451,58,16,22,380,698,11,7,43,2,49,2,6268,78,33,55,2445,27,3570,163,158,4,276,152,2485,919,1685,152,19,5,499,4547,180,33,55,158,17,126,779,1484,4,8064,369,2445,5,349,52,1,68,163,158,51,9,84,1179,646,33,2513,103,642,512,11,19,33,1563,43,24,1235,2933,11,23,136,117,21,544,52,5,1575,391,34,47,9771,3,276,788,4130,367,5,1508,1658,8,453,4758,34,9,3300,4150,904,2,70,3318,3,2463,295,102,1,1487,484,79,5,354,83,434,114,1443,189,28,20,5,6898,104,71,11,9,452,5,426,20,919,13,453,4758,23,506,2,5243,17,276,152,29,2956,5,47,1658,3,4130,10,55,949,5,2385,1043,6,5,1195,10,55,1613,2262,2,82,11,23,28,1468,70,3318,3,453,7718,24,11,23,8231,776,12,2,1,295,3,453,4758,4
720,11,9,1,63,67,1,49,865,965,23,1993,1,865,142,149,5550,3607,6,1881,53,478,7,2322,1465,44,2627,24,1,880,865,965,9,45,2047,1000,27,70,314,252,93,19,258,7,3169,2908,7,4,832,7,827,258,7,18,45,13,11,186,5,1928,2521,17,5848,2,87,2280,1910,17,32,2509,609,3,138,1328,12,1,6862,842,2433,470,5,212,17,478,7,957,2,1853,5,2230,8,1,2680,716,250,3,42,2364,1,49,139,45,13,11,37,645,17,5,47,880,418,1190,1,422,3,172,2559,2860,8,1,1190,23,45,20,1,2235,2,6666,172,40,2364,2665,18,45,618,974,1996,1986,17,66,880,2005,865,4727,4,6842,6,2672,1,179,139,18,186,2,249,5,1076,518,6,478,827,6957,4267,865,478,9,2047,2,587,546,47,2364,27,751,2433,56,2665,84,70,120,9,146,2,176,1,204,10,23,16,316,497,6,1,508,83,13,805,1791,323,2433,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,422,538,627,492,813,1692,29,87,86,50,431,17,1364,3378,2398,2564,6,1,148,1005,6,2051,422,25,1450,758,181,333,2,5,3026,3,227,594,3018,4,2300,393,4638,4,1801,7723,590,222,73,1,1877,104,2122,190,1221,1151,108,2,158,12,1,2158,317,4255,198,8516,1387,8595,4859,2564,9634,2632,4127,3060,4638,7723,590,3179,4814,3272,231,5353,4859,27,7768,8131,2366,590,3
40,3583,40,7705,52,460,3,158,6259,1074,22,353,345,27,1897,1039,3432,4,1622,10,345,1486,1,276,4258,2,5,563,35,55,134,1,275,73,3050,1998,1,40,1251,364,6259,1,266,1,3583,626,54,1,70,167,64,1,345,9,831,73,3050,1745,11,2165,49,2,1730,1,1047,3,5,4906,3,158,6820,1320,181,489,1,1117,371,21,3782,13,1111,27,115,1495,32,2427,55,7826,1,275,4,800,452,385,67,9642,3,4081,19,112,19,40,6,3107,2992,1,3269,1039,55,1091,12,6601,113,4785,3,1,2394,1104,1356,32,6821,73,279,10,1,1039,2921,799,176,6259,45,2639,5,3522,3,3583,27,1,4636,3,9643,2,1,4636,3,5,374,3,32,1320,355,4,1,5872,3,5,3388,21,113,30,13,1473,467,242,44,199,1323,32,381,6,1,177,115,1495,779,1,177,55,16,504,2,230,691,1158,6,364,11,5,105,3,438,1092,27,717,2180,2,845,4,96,729,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2655,4,1189,3311,2655,6906,4,1387,7,579,750,845,142,3311,2,23,28,487,2,2286,1,115,18,13,1,1274,215,5477,6112,44,7643,2,1046,1,115,50,697,2008,142,65,1277,51,25,421,84,186,8,260,419,5,1757,13,75,118,1,1138,1077,5,385,2,579,750,24,6,1,167,33,1045,33,37,558,523,17,1,1991,3,1,142,3311,2,763,5,3026,3,152,4,895,3642,17,5,160,533,3,1043,5685,1,63,3244,40,59,210,106,155,1356,24,10,37,1183,2,3069,59,125,256,155,22,1,67,11,1332,1,115,1757,13,1984,7,5343,1749,7506,36,16,5,3640,8,203,10,7,95,154,12,1,707,8,111,41,4,33,257,6279,21,1,894,12,5343,222,3741,35,9,512,112,75,13,1
8647,1808,31,2126,9,71,6,2344,12,416,1519,3060,8256,90,1,115,7,1174,142,75,1090,1,3060,3,193,36,150,4546,12,483,8,8475,1,1874,3599,1066,1,289,162,471,141,9,450,151,46,20,259,8,32,2947,24,77,329,1,3060,18,1299,1,3060,846,2569,3,1,1719,777,790,3,131,21,5,4560,574,361,8,1167,1801,1137,464,13,75,435,30,4557,7,983,44,4803,24,75,189,28,388,1,3060,14,327,7101,75,13,26,153,95,2191,17,3379,77,26,55,2262,3,78,15,7,102,6,31,4,2716,4,15,9,6,84,119,327,3599,26,2026,69,8,5,894,153,17,131,60,15,44,12,1,70,926,26,170,31,3764,44,4803,4,26,388,11,9,376,4,26,388,15,23,222,2,1,445,180,15,122,26,8364,10,26,20,1538,2269,2,1,1874,3599,1066,26,606,15,23,88,11,914,4,11,9,10,15,9,146,2,87,76,1762,3,496,12,483,2
61,4862,42,2314,6237,1710,297,1,133,12,1652,382,443,860,1,67,19,5,808,5838,2,224,357,1387,8041,6,301,124,3015,90,3542,931,10,42,2314,44,338,1462,59,1070,435,3015,13,1,319,129,14,6,284,17,464,7,1124,75,14,2055,22,4174,927,2,4407,70,562,1554,1,133,13,6,5,496,1,2217,535,75,4776,223,573,462,2223,24,3969,2,3364,12,5,244,6645,509,149,1,133,18,603,2,677,1,1699,830,6,11,1,7772,10,3015,37,5601,42,2314,630,2,1,5521,3,42,551,699,2398,9532,4,638,224,5576,1387,8041,32,1329,3431,22,3015,296,10,464,37,2,462,1665,8,1,139,7,1578,270,3343,32,3857,27,30,1387,1040,35,13,1,133,37,1,120,52,42,2314,1,1329,13,75,189,649,2,403,6,57,3015,42,2314,185,379,194,244,6,695,11,672,2059,6,3258,2,3650,12,171,1334,3,1,4280,8,120,734,6,42,3885,3,42,2314,0
168,218,4,1044,752,15,2922,15,23,28,2498,955,97,1,121,10,15,799,1481,60,191,73,1489,727,107,2,150,652,31,1289,5205,3788,2057,942,239,69,1214,43,4,10,151,5357,3,309,25,5109,50,3,47,107,7,2074,5859,97,1,4139,1656,121,14,2,3581,816,246,4,1,731,10,11,58,16,4627,2,374,1,214,77,329,10,18,28,1620,113,385,1008,24,748,358,71,652,5,230,47,107,74,36,16,950,2,751,359,3727,56,752,2,5,1020,4024,11,18,21,1,518,3,42,2504,827,1,637,1042,25,1627,2,1453,752,8,1,114,112,129,2,1001,38,390,1000,749,384,6,1,231,77,30,273,779,31,1003,23,265,2,254,123,194,34,121,292,4,10,31,824,3540,495,1710,3388,129,1,3656,4,104,70,560,102,1,588,548,4,899,23,158,5,437,161,6,10,292,11,9,294,4,1,289,162,1022,779,10,1,214,23,16,1,4094,2153,2
19,8,764,2,3510,6450,3944,2,563,233,56,19,723,8,1370,24,1,342,232,296,10,98,25,191,2,95,438,1505,194,1,2667,841,1,232,585,3868,2821,166,2,723,4693,3645,3,195,745,12,4642,1458,1699,196,745,9443,979,17,345,6,32,1082,2,9444,1,922,364,5,3868,202,3,981,1534,241,438,674,4,318,770,93,745,341,2,2174,80,50,8623,933,14,166,22,50,133,2,4750,42,3623,6734,70,3868,2821,44,166,2,3049,1,835,1194,10,6221,979,8,8265,3944,27,1,447,2280,76,674,44,166,2,3049,56,7826,298,4535,4,152,2406,45,2207,2,16,1196,2,144,3868,2821,8,2463,3296,3495,2,1046,979,10,404,102,151,3,1147,77,2523,275,55,16,2733,4,2,73,298,1410,2,3758,2466,345,1,399,3,532,6130,11,9,7523,2,117,128,452,113,468,56,565,8384,13,1,2404,178,6,1319,11,103,16,2238,10,3868,2821,25,5,8998,4,1400,5705,4
15,18,365,6,11,14,5,95,4927,4078,4,5,95,96,15,4623,51,14,28,5,543,864,3,600,365,24,11,14,5,248,96,2,16,763,6,53,52,582,465,26,435,33,495,321,17,11,24,2941,274,280,99,73,11,4,6,1,65,1131,3,465,11,58,20,847,751,119,1,288,3067,34,416,36,191,1395,6,5106,740,2,137,38,2686,6217,17,5,123,96,80,5268,4,321,1824,2,7399,2,222,24,4569,2922,1,4660,426,1,288,1821,60,29,25,2,1481,1,8329,2293,6,78,18,39,2805,600,7,580,3,4801,51,14,5,349,3,7187,6,1,4156,1576,24,11,9,274,79,5,408,3,5,550,190,558,15,118,11,14,1,63,3,5,66,2338,1824,4,60,33,1189,21,1184,11,23,57,1,7019,33,55,117,27,536,26,170,11,280,128,2,46,703,11,40,4,6,1,167,26,170,33,189,33,20,261,2,142,1,288,1821,366,34,145,3
10,6168,26,20,5,15,3161,5407,7,114,4939,894,280,194,31,63,1414,142,19,923,211,6,6148,64,5,772,3,1,5403,8736,131,10,29,58,6783,5407,1715,90,1,142,7,211,26,265,4,7418,26,1730,131,33,257,28,146,2,3615,8,34,142,62,426,88,456,56,26,219,146,2,6416,54,3,34,6915,17,1390,1959,4,33,257,146,2,16,123,6,172,465,7531,84,311,239,69,88,955,280,1,1012,3733,196,6886,8509,4,3,1,5403,1390,56,77,3,82,6,1,6915,4,104,33,257,409,17,38,4,38,450,49,602,2,441,1,1179,8,1,6783,1,831,54,2,16,47,7925,12,1,110,3389,84,50,1281,11,7,28,5,215,1047,24,11,14,6562,21,1,67,5407,64,1,998,9,61,1,110,211,9100,1,685,4309,7,687,17,31,697,26,20,5,2990,4,1,142,15,122,26,219,28,8,221,154,26,156,123,4,11,874,206,52,5,231,1
1048,2,94,48,4,242,2,943,15,18,45,1271,2,1949,390,12,1754,850,4,690,77,19,2,8546,1,418,869,655,186,2,900,19,154,19,9799,807,27,6,203,237,5,9399,6714,3,1,1126,282,4,4555,849,2846,10,196,2347,88,28,156,329,523,4,58,87,655,7,451,1963,6264,74,390,23,395,2,550,1825,29,3934,104,1,961,207,1099,23,20,5,1282,12,7576,4,2485,1361,1,6885,1,175,18,39,50,3,1,2892,7,1594,264,4478,6,332,83,204,14,106,106,6,124,43,27,86,377,159,6,244,4,377,210,6,708,32,3375,24,136,5,223,119,27,4399,21,1,288,67,246,4,479,982,18,8148,4,358,20,1265,925,10,78,420,390,51,9,9038,27,6035,9134,73,38,2057,1241,56,364,932,707,310,5,1828,43,6,304,204,29,150,1,217,58,1925,374,54,1557,655,7,214,2,5,4138,479,390,1241,8,52,66,3473,3,655,7,214,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5052,3941,1036,6,1025,213,7,9919,5052,1145,100,1607,41,17,571,6,416,7,6041,892,1040,1040,6,1025,1,5304,46,630,2952,2,68,892,175,5529,384,34,41,1095,321,27,1,1117,17,4837,73,1,138,762,75,134,129,100,8218,1007,2,135,6,338,465,3453,1472,827,3047,9048,4248,2,2100,2325,6,1,442,7,172,762,6,5,67,3,1652,3521,9408,5716,3,5249,1,9186,68,223,4,623,968,633,14,397,3596,22,113,3,1,988,444,6,491,1469,5052,13,3,100,572,26,1045,248,1572,1,762,4,606,34,9,5,127,1687,8,5,8457,203,363,8,206,2679,3,5249,143,1,3907,1737,892,175,762,12,416,8494,1,172,4755,968,6,3068,1119,134,4819,5,248,231,8,5249,22,1639,571,6,1,510,7,762,3
2,210,1677,21,50,445,1748,2,42,7243,14,1,281,2,1468,224,357,1364,17,3239,6,116,593,2083,30,8593,31,246,5101,5248,17,1,1446,5532,3,1867,3913,18,1409,5,444,3026,15,122,77,19,1,286,722,27,42,63,1575,19,5,132,23,11,8178,19,11,8303,42,3357,83,1,96,9,8576,2,1189,4,3653,9,1,79,50,10,3389,6,1,119,3,1595,7,8099,937,30,8593,3973,7176,1595,7,578,3,479,218,6,1,72,2083,1,720,10,1595,18,2856,43,17,1,63,3207,3,1,286,1035,23,809,11,6,127,447,23,16,5,460,1091,19,23,303,1595,7513,613,12,797,47,432,5503,93,19,10,17,966,6,1,72,4,1420,2,800,5,739,3,218,1333,1,1954,15,122,30,8593,2083,1595,7,2304,3,1096,1,2916,2,1,484,23,271,1453,1200,1284,4,661,19,40,4,40,48,94,432,498,11,23,1534,42,5369,6706,2,3560,73,2753,295,15,3168,4
554,214,3004,2623,848,2154,2,319,8,2327,2492,93,19,2240,1549,4,6007,154,3,3004,7,1663,2770,9,6,5,362,3,6,332,545,3004,18,1457,42,114,971,399,1099,6,5,1575,4,51,20,45,39,2494,4425,6,1910,3,1,2624,3004,7,214,37,3732,5,3873,1310,194,1,2114,2299,19,1,2449,3,1,6175,584,950,11,2,5447,314,1287,400,4,1376,876,3878,187,5,1818,6,314,3137,149,708,8522,4,1,1453,537,3,372,20,191,5,8127,12,1,214,11,18,187,424,2,16,316,60,1,207,23,800,5,2177,2,1,74,7,264,451,1,207,58,1549,32,4103,1020,120,6,1938,1142,30,13,1,631,980,58,16,10,11,23,743,5,1020,120,35,62,3914,176,6,287,102,5389,35,20,4416,12,1287,15,122,30,122,1,2335,58,16,1183,60,11,18,5,2951,1282,12,264,1701,11,9,2048,2,16,5,4824,2335,24,26,472,28,785,11,55,65,221,223,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386,2612,2,3725,3126,1386,1457,5,2852,1009,2,1205,3725,6,1,455,1833,3,1,673,1438,6,7868,12,538,1,137,1201,14,5,348,1229,8,1,522,24,330,128,256,138,256,210,138,159,2,1,461,3725,23,406,5450,8806,8807,111,53,1,664,1201,14,221,348,8,4762,3893,4117,7869,586,230,1201,5089,138,256,210,256,256,138,482,138,256,209,4,23,117,12,148,1201,7786,3558,1,5893,1078,1,65,185,22,1864,4847,1295,8777,138,159,210,138,138,106,26,1045,102,26,14,4933,1,687,154,266,13,3558,26,1045,102,26,37,5,349,3,514,1528,26,755,69,117,953,3,82,57,24,26,1553,131,185,379,4,15,79,1553,206,480,26,1045,10,14,1,460,2,94,43,6,1,108,322,3
18,458,279,1233,2028,1598,6,593,305,1,74,1,225,2,117,389,3,876,1431,60,11,9,2255,5244,56,2391,799,16,99,2,1,4586,2421,849,150,1,1169,35,323,5810,3038,25,481,2,220,1,175,7,3614,1774,4,1853,1,5809,214,57,61,876,1431,466,1,9958,182,13,11,37,1530,1,1711,149,4,36,621,2735,1634,17,1,939,24,5,267,118,8665,9,1678,1192,10,78,11,18,5999,23,5628,1,5857,3,42,522,2,1,1711,1,139,2267,54,10,1,4665,35,4591,2486,786,2639,6361,8,1,5809,120,65,234,1,74,13,11,37,4344,40,59,1499,5244,5354,4,37,424,2,1586,1,2527,3,5,403,648,101,1,939,13,960,1188,44,6,657,4,960,5354,44,6398,37,649,2,1267,174,323,5810,1,5809,74,18,7255,4499,1,362,7,2637,6,1,175,7,214,11,618,13,57,4471,4098,3552,314,252,36,16,7609,2,862,29,1647,3928,264,1894,2,1,362,0
1240,21,1,574,187,1,2086,20,844,3011,2571,7776,19,112,19,975,198,23,45,1240,65,41,2446,504,54,172,545,97,1,756,24,2086,1016,10,57,101,8,1,66,231,574,37,39,504,4431,4195,6414,3,756,2086,215,231,54,13,34,41,7,574,2234,2,16,1,85,424,53,65,41,7,872,54,33,189,170,34,41,7,574,36,872,1965,384,187,34,9,119,1333,126,1705,30,4195,13,33,25,1682,2531,10,505,25,77,4121,52,69,6,1,1237,10,29,20,92,1678,785,10,38,238,21,9765,9,3553,8,203,4,33,23,1481,50,3,1,2074,1294,424,8,82,6,1277,40,59,3020,2187,23,158,12,641,3543,61,1,666,3,517,4,172,1277,5303,396,1069,3218,4,1,2625,25,450,1,631,8816,104,1,6836,4,1749,566,1,6326,25,45,12,1,311,171,1224,231,4,1,6838,6839,65,365,21,1,756,6,708,1,288,41,9568,4,44,450,1,4403,2187,1
1726,716,14,1,536,3,4077,6,1012,1,4077,2565,5,212,17,5604,139,2,800,386,3679,4,6225,8,1,442,7,576,449,1791,323,3,1,4077,883,26,2032,17,3903,26,36,20,5048,2,20,37,196,528,613,19,914,19,626,24,11,7,5,349,3,153,2,87,785,29,20,847,163,2847,1,2222,9,625,10,1,63,66,545,3,1,576,25,1534,329,4,1013,4,161,3,1,2079,927,33,37,17,18,32,850,5923,33,8094,69,146,2,86,1122,196,746,54,51,310,443,5,1108,17,1,181,52,3171,132,2,144,82,1,63,430,33,23,94,2,88,10,9,21,1,181,485,12,1,579,97,1,673,249,4,2534,46,874,12,2018,1896,21,1,4674,249,306,12,556,4604,10,1,6847,814,23,16,6177,1,127,665,9,10,51,9,71,5,569,3586,77,2155,57,34,23,397,1285,366,13,2534,2155,53,1,673,249,33,143,69,20,2,1795,34,113,40,3
1,68,1,282,8,304,2266,3222,13,291,1105,711,125,3744,22,32,359,6,192,3,6030,941,291,1105,744,43,256,209,17,204,316,489,5,739,3,1672,3106,237,1933,479,4,6030,1,2431,793,4909,5,106,346,6,2792,941,291,2792,711,159,24,1,204,6,1765,2955,1,72,27,1,291,5094,2,377,209,1,72,7,869,17,1,291,718,2,1182,3188,27,1662,1926,104,42,941,291,7606,1183,2,1662,2381,27,1662,3188,6,656,1,175,7,4818,12,400,6,218,1773,5743,21,1182,1230,8,1,1548,234,6,5,1005,714,72,1633,8,1287,3205,13,1,309,3627,32,3375,12,332,201,187,15,2075,10,1,223,573,8,1105,14,136,4671,1,309,25,5,349,266,59,183,24,1,1588,136,992,952,15,13,51,20,39,76,95,3284,1972,10,1,72,2431,1310,9,1196,2,117,553,24,51,9,5,2589,10,34,58,16,361,99,22,1,3032,4061,3,1226,500,12,1,5265,0
5,782,2277,3,38,2743,9766,8380,425,2964,2743,4,55,642,1,3398,89,3735,60,11,9,89,1313,129,739,56,21,456,11,103,28,16,30,7655,13,10,286,1444,58,16,643,17,3077,6776,3029,2,94,54,6,1,56,6776,46,799,2973,5,1824,2,2562,6,5,496,1,13,11,37,925,52,48,89,1185,2,156,298,4,7291,389,5,5863,33,4810,11,36,16,1682,632,2,9884,389,5,3398,6,34,119,4,3001,11,36,16,632,2,862,5,2034,4502,456,1,9,1,3547,3,151,2964,8,717,11,13,3003,254,24,28,1912,36,310,1239,16,1538,2,3654,13,1,496,897,7572,211,3,1,2562,5323,4,996,13,405,1444,189,28,2213,202,56,2763,1444,15,13,362,1051,12,1444,79,3691,3003,93,19,3993,6874,4,8594,19,93,51,14,649,2,642,30,7655,2930,48,1844,5517,3003,4,2270,5345,30,7655,45,1636,48,222,6,1275,2,1,6315,2,1844,4,3397,96,3003,4
33,495,176,131,5,81,104,215,199,18,5,5436,246,122,1,2971,24,6,5,1131,3,83,29,23,16,99,17,260,599,35,23,16,5,6565,3410,38,789,2863,38,18,367,527,17,1,861,1353,33,1859,69,316,1,65,3,82,15,2609,5208,7,923,562,172,83,4,29,20,2611,1283,4,1649,572,6,1,429,17,38,910,146,24,11,262,391,593,8,1,1138,2,1459,38,63,254,6,1,72,17,464,2416,104,38,599,585,38,3112,1534,1333,1,49,9086,7,1152,217,122,11,262,1,436,599,477,6,244,8,131,2,16,6541,3,38,5532,29,20,454,39,8853,76,3,11,18,818,4,76,4589,69,15,2609,24,1152,217,10,303,1,111,271,8,5,407,10,18,1078,5,55,16,885,78,55,62,88,111,64,62,328,558,11,57,15,122,17,1955,83,3,572,469,82,4,1487,3112,11,1623,10,5208,9,28,5,678,10,9,294,2,16,3783,6,5,1
662,6,134,33,907,1715,404,21,528,33,239,69,2921,94,1,628,391,5,1131,3,334,53,1,96,24,33,257,112,1771,3,78,1257,497,8137,14,647,129,8,66,4,10,23,86,16,5,50,344,3167,1,7666,9,1367,2,222,128,341,12,8709,53,2199,7,449,6911,14,1988,8,172,152,12,556,22,1,1127,1643,8,1186,1072,3475,692,393,6517,13,8709,18,2594,31,5596,80,1,2453,1186,7,5596,4,261,5,1217,833,8,11,1,903,20,261,2,117,73,1014,1,720,15,7,5,561,8468,24,48,20,261,2,117,73,1014,646,15,14,646,44,172,101,3475,505,646,189,2766,27,1,1905,3350,652,8,5,1061,1309,1905,692,1750,5105,1841,1186,6195,37,84,2235,24,2,1054,8137,129,5105,13,26,219,3323,2,176,1,2866,3,1,181,1729,2,1,95,167,5051,17,602,2,94,1,687,99,27,3285,765,24,11,14,61,4,26,239,69,170,4242,37,113,2235,3
148,238,2128,125,1183,50,238,2,169,104,190,272,125,718,2,105,1120,65,145,7,47,4516,7041,4517,2271,4,171,603,2,87,11,73,1,137,172,21,105,493,4,336,3927,216,826,3,505,25,7750,6,1,152,298,68,12,1,760,231,3,1,68,3,1397,2526,355,298,96,40,59,1338,101,181,974,43,2,158,12,1,1719,3,1,63,231,40,59,569,101,181,44,6,1,68,4809,2,1214,260,1856,2723,2,2172,17,1,1,298,96,3287,1,809,1377,152,73,5,5468,68,10,181,55,28,86,1408,240,7,1514,58,16,2020,391,301,2,2179,64,29,55,94,38,12,1321,7,2129,1083,1321,2130,122,449,1321,72,253,521,90,5,935,724,2,404,54,8,924,6,1,47,41,42,49,723,14,12,416,4,11,1318,12,422,6,611,12,125,382,1321,18,5,3230,462,3,1,2129,788,120,4,13,11,183,2,872,241,169,155,3,1,2130,22,513,203,4
124,1,536,58,16,719,381,557,315,1265,557,22,377,1204,3007,610,2,209,482,42,63,5454,6,1120,83,6,656,124,270,1,3910,3,1,214,1,1297,204,1121,992,348,2540,13,51,9,84,1218,3,5,2119,6,203,13,1364,1633,21,7800,315,7,214,9,28,79,8825,825,2170,2,1226,500,24,45,27,4795,192,1673,309,477,384,34,41,702,1105,21,5,197,41,160,6,124,43,1935,161,3,1,7799,662,27,1,5458,3,1,3729,315,7,1938,1,74,4776,11,7801,547,2,5,486,3,482,1132,2,1,49,414,154,2,1,3,98,49,8826,46,3911,315,8,340,541,4,5906,270,5907,2,3912,1,8827,903,3140,29,25,5,223,119,27,1266,2,87,5,3413,2,5,40,120,108,486,33,245,5,127,4,8828,509,4,93,5,509,45,848,67,304,7005,3,2266,224,6976,90,1826,151,46,606,2,87,5,3566,22,12,5,7006,23,28,3271,6,303,5,1073,0
27,1,107,147,109,3,31,988,2,1,548,12,588,15,710,32,384,247,10,15,1289,2,87,5,1533,947,2,1,886,1,3504,661,1258,962,6,193,12,579,21,1,63,685,724,3,31,4296,4302,147,1,1983,4562,15,13,26,20,4286,28,763,1680,97,6,113,3,196,5060,24,34,1206,18,39,5,4170,4481,3,171,1,548,4,1,83,3,5550,26,472,1764,2,88,955,26,55,2,220,1270,100,272,5,267,306,13,30,4048,37,1293,6,1508,17,464,7689,46,15,1280,19,5,4170,327,548,4719,4,10,15,14,2396,2,88,955,156,2,588,56,16,32,56,955,10,7,2358,149,100,532,5382,3,2115,7689,20,39,1495,22,3504,1,436,4413,702,2115,7689,2242,8,173,3100,2,16,2246,54,3,588,75,45,1537,953,227,1,583,901,75,1074,8,2,547,42,282,6,4373,4,5619,8,3223,510,4730,2,16,4742,953,18,149,1522,128,57,42,1411,6,588,2
14,2214,2358,80,48,46,37,28,1627,32,2269,24,46,37,39,296,22,2615,218,2,16,1173,5,3992,933,24,427,370,352,273,90,115,188,10,1,74,14,366,303,5,2331,6,327,1964,1666,26,95,154,606,11,36,16,626,2,949,5,4634,12,34,15,13,53,485,471,141,15,37,39,297,17,1,3630,10,15,274,2090,69,1158,6,113,3,1,2724,1000,33,20,191,568,30,1346,681,360,1722,4,70,1169,2,1468,1960,8,1249,1846,456,1,293,1060,20,1143,80,12,1,1589,10,11,5006,669,466,115,453,2050,561,13,76,567,3,12,1,1212,14,294,2,16,481,2,94,1,1666,163,1,360,3,1060,180,107,423,28,20,5,972,4,36,2825,410,27,70,691,211,3,1084,6809,667,182,4626,13,46,14,302,2,488,1,389,1273,14,28,1,631,488,75,13,1,1666,14,5,4,5,3,1500,4,36,730,178,60,5,1392,14,763,322,6,1,1021,2
1255,2522,2497,1,1117,17,758,1102,237,85,81,11,9,43,80,4395,4213,3,1,4396,1303,1368,4044,1,2877,3688,4,173,81,1752,1883,35,18,493,1102,173,606,2588,2046,9,50,3,1,2571,2,1711,1,85,651,396,8,100,5667,368,19,5,8031,7200,6,1,499,418,81,70,2986,6,1,85,651,1340,473,9270,9271,8,4928,9885,8611,8,360,3,2163,8612,4,72,307,3086,3826,46,18,66,9899,8,100,2912,6,4395,4213,3,1,4396,1303,4,1368,4044,2522,1352,629,27,1415,1567,2582,6144,4,2655,6111,6,1,85,417,1340,4,173,417,2080,2138,9,1225,2,6100,31,1064,2315,572,17,5,85,1670,417,396,8,31,368,6,1799,31,621,307,4151,5391,9,43,80,3825,8621,5816,4,8173,8174,6,1,85,1670,651,1340,897,2045,9,43,8,1,85,211,396,8,1752,1883,1577,781,2201,8,1,1023,352,5030,8,7293,9093,8,4395,4213,3,1,4396,1303,4,4786,9705,8,1368,4044,1
1744,5,1994,8,5,1871,2656,8,1,63,67,1199,1520,1676,1,396,2,5516,4,1,81,7,8939,8816,5501,375,4,748,375,5516,108,54,2,4088,1,1282,3,1344,12,649,24,3952,7,8,5,234,7892,2,64,936,1,81,1140,31,5117,1794,4,1,690,2151,12,31,964,237,31,4,917,3952,7,470,11,14,2,6474,42,65,41,24,710,1,271,14,19,5,536,3,1,3750,3442,920,22,5516,7,81,5516,14,308,31,396,12,1,288,231,1,179,290,3,669,466,1143,10,66,72,3774,103,20,39,308,383,583,6,38,223,940,80,5,3952,7,8940,279,5968,1751,4,449,3306,27,921,193,2805,1,66,44,296,1177,6,5,2299,738,3,1,139,6,5,8941,29,37,39,4798,54,21,1,167,3,1,408,1,160,290,6,193,1143,3952,7,37,39,4,3056,1,139,7893,101,6,2156,306,2221,2,8942,101,12,947,24,15,296,1,8941,14,1483,6,76,4328,1
